"row.names","pclass","survived","name","age","embarked","sex"
"335","2nd",0,"Matthews, Mr William John",30.0000,"Southampton","male"
"336","2nd",0,"Maybery, Mr Frank H.",20.0000,"Southampton","male"
"337","2nd",0,"McCrae, Mr Arthur Gordon",45.0000,"Southampton","Sydney, Australia","","","(209)","male"
"338","2nd",0,"McKane, Mr Peter D.",46.0000,"Southampton","male"
"339","2nd",1,"Mellenger, Mrs Elizabeth Anne",41.0000,"Southampton","female"
"340","2nd",1,"Mellenger, Miss Madeleine Violet",13.0000,"Southampton","female"
"341","2nd",1,"Mellor, Mr William John",19.0000,"Southampton","male"
"342","2nd",0,"Meyer, Mr August",30.0000,"Southampton","male"
"343","2nd",0,"Milling, Mr Jacob Christian",48.0000,"Southampton","male"
"344","2nd",0,"Mitchell, Mr Henry Michael",71.0000,"Southampton","male"
"345","2nd",0,"Moraweck, Dr Ernest",54.0000,"Southampton","male"
"346","2nd",0,"Myles, Mr Thomas Francis",64.0000,"Queenstown","male"
"347","2nd",0,"Nasser (Nasrallah), Mr Nicholas",32.0000,"Cherbourg","male"
"348","2nd",1,"Nasser (Nasrallah), Mrs Nicholas",18.0000,"Cherbourg","female"
"349","2nd",1,"Navratil, Master Edmond Roger", 2.0000,"Southampton","male"
"350","2nd",0,"Navratil, Mr Michel",32.0000,"Southampton","male"
"351","2nd",1,"Navratil, Master Michel M.", 3.0000,"Southampton","male"
"352","2nd",0,"Nesson, Mr Israel",26.0000,"Southampton","male"
"353","2nd",0,"Nicholls, Mr Joseph Charles",19.0000,"Southampton","male"
"354","2nd",1,"Nourney, Mr Alfred (aka Baron von Drachstedt)",20.0000,"Cherbourg","male"
"355","2nd",1,"Nye, Mrs Elizabeth Ramell",29.0000,"Southampton","female"
"356","2nd",0,"Otter, Mr Richard",39.0000,"Southampton","male"
"357","2nd",1,"Oxenham, Mr Percy Thomas",22.0000,"Southampton","male"
"358","2nd",0,"Pain, Dr Alfred",24.0000,"Southampton","male"
"359","2nd",0,"Parker, Mr Clifford R.",28.0000,"Southampton","male"
"360","2nd",1,"Parrish, Mrs Lutie Davis",50.0000,"Southampton","female"
"361","2nd",0,"Pengelly, Mr Frederick",20.0000,"Southampton","male"
"362","2nd",0,"Peruschitz, Rev. Joseph M.",40.0000,"Southampton","male"
"363","2nd",1,"Phillips, Miss Alice",42.0000,"Southampton","female"
"364","2nd",0,"Phillips, Mr Robert",21.0000,"Southampton","male"
"365","2nd",1,"Pinsky, Miss Rosa",32.0000,"Southampton","female"
"366","2nd",0,"Ponesell, Mr Martin",34.0000,"Southampton","male"
"367","2nd",1,"Quick, Mrs Frederick C. (Jane Richards)",33.0000,"Southampton","female"
"368","2nd",1,"Quick, Miss Phyllis May", 2.0000,"Southampton","female"
"369","2nd",1,"Quick, Miss Winifred Vera", 8.0000,"Southampton","female"
"370","2nd",0,"Reeves, Mr David",36.0000,"Southampton","male"
"371","2nd",0,"Renouf, Mr Peter Henry",34.0000,"Southampton","male"
"372","2nd",1,"Renouf, Mrs Peter Henry (Lillian Jefferys)",30.0000,"Southampton","female"
"373","2nd",1,"Reynaldo, Mrs Encarnacion",28.0000,"Southampton","female"
"374","2nd",0,"Richard, Mr Emil",23.0000,"Cherbourg","male"
"375","2nd",1,"Richards, Master George Sidney", 0.8333,"Southampton","male"
"376","2nd",1,"Richards, Mrs Sidney (Emily Hocking)",25.0000,"Southampton","female"
"377","2nd",1,"Richards, Master William Rowe", 3.0000,"Southampton","male"
"378","2nd",1,"Ridsdale, Miss Lucy",50.0000,"Southampton","female"
"379","2nd",1,"Rugg, Miss Emily",21.0000,"Southampton","female"
"380","2nd",1,"Shelley, Mrs William (Imanita)",25.0000,"Southampton","female"
"381","2nd",1,"Silven, Miss Lyyli",18.0000,"Southampton","female"
"382","2nd",1,"Sincock, Miss Maude",20.0000,"Southampton","female"
"383","2nd",1,"Siukonnen, Miss Anna",30.0000,"Southampton","female"
"384","2nd",0,"Sjostedt, Mr Ernst Adolf",59.0000,"Southampton","male"
"385","2nd",1,"Slayter, Miss Hilda Mary",30.0000,"Queenstown","female"
"386","2nd",0,"Slemen, Mr Richard James",35.0000,"Southampton","male"
"387","2nd",0,"Smith (Schmidt), Mr Augustus",22.0000,"Southampton","male"
"388","2nd",0,"Sobey, Mr Hayden",25.0000,"Southampton","male"
"389","2nd",0,"Stanton, Mr Samuel Ward",41.0000,"Cherbourg","male"
"390","2nd",0,"Stokes, Mr Philip Joseph",25.0000,"Southampton","male"
"391","2nd",0,"Sweet, Mr George",14.0000,"Southampton","male"
"392","2nd",1,"Toomey, Miss Ellen",50.0000,"Southampton","female"
"393","2nd",0,"Troupiansky, Mr Moses Aaron",22.0000,"Southampton","male"
"394","2nd",1,"Troutt, Miss Edwina Celia",27.0000,"Southampton","female"
"395","2nd",0,"Turpin, Mr William John",29.0000,"Southampton","male"
"396","2nd",0,"Turpin, Mrs William John (Dorothy Anne Wonnacott)",27.0000,"Southampton","female"
"397","2nd",0,"Veale, Mr James",30.0000,"Southampton","male"
"398","2nd",0,"Waelens, Mr Achille",22.0000,"Southampton","male"
"399","2nd",1,"Walcroft, Miss Nellie",35.0000,"Southampton","female"
"400","2nd",0,"Ware, Mr John James",30.0000,"Southampton","male"
"401","3rd",0,"Abbing, Mr Anthony",42.0000,"Southampton","male"
"402","3rd",0,"Abbott, Master Eugene Joseph",13.0000,"Southampton","male"
"403","3rd",0,"Abbott, Mr Rossmore Edward",16.0000,"Southampton","male"
"404","3rd",1,"Abbott, Mrs Stanton (Rosa)",35.0000,"Southampton","female"
"405","3rd",1,"Abelseth, Miss Anna Karen",16.0000,"Southampton","female"
"406","3rd",1,"Abelseth, Mr Olaus",25.0000,"Southampton","male"
"407","3rd",1,"Abraham, Mrs Joseph (Sophie Easu)",18.0000,"Cherbourg","female"
"408","3rd",1,"Abrahamsson, Mr August",20.0000,"Southampton","male"
"409","3rd",0,"Adahl, Mr Mauritz Nils Martin",30.0000,"Southampton","male"
"410","3rd",0,"Adams, Mr John",26.0000,"Southampton","male"
"411","3rd",0,"Ahlin, Mrs Johanna Persdotter",40.0000,"Southampton","female"
"412","3rd",0,"Ahmed, Mr Ali",24.0000,"Southampton","male"
"413","3rd",0,"Aijo-Nirva, Mr Isak",41.0000,"Southampton","male"
"414","3rd",1,"Aks, Mrs Sam (Leah Rosen)",18.0000,"Southampton","female"
"415","3rd",1,"Aks, Master Philip", 0.8333,"Southampton","male"
"416","3rd",0,"Alexander, Mr William",23.0000,"Southampton","male"
"417","3rd",0,"Alhomaki, Mr Ilmari Rudolf",20.0000,"Southampton","male"
"418","3rd",0,"Ali, Mr William",25.0000,"Southampton","male"
"419","3rd",0,"Allen, Mr William Henry",35.0000,"Southampton","male"
"420","3rd",0,"Allum, Mr Owen George",17.0000,"Southampton","male"
"421","3rd",0,"Andersen, Mr Albert Karvin",32.0000,"Southampton","male"
"422","3rd",0,"Andersen, Mr Thor Olsvigen",20.0000,"Southampton","male"
"423","3rd",0,"Andersson, Mr Anders Johan",39.0000,"Southampton","male"
"424","3rd",0,"Andersson, Mrs Anders Johan (Alfrida K. Brogren)",39.0000,"Southampton","female"
"425","3rd",0,"Andersson, Miss Ebba Iris", 6.0000,"Southampton","female"
"426","3rd",0,"Andersson, Miss Ellis Anna Maria", 2.0000,"Southampton","female"
"427","3rd",1,"Andersson, Miss Erna",17.0000,"Southampton","female"
"428","3rd",0,"Andersson, Miss Ida Augusta Margareta",38.0000,"Southampton","female"
"429","3rd",0,"Andersson, Miss Ingeborg Constancia", 9.0000,"Southampton","female"
"430","3rd",0,"Andersson, Mr Johan Samuel",26.0000,"Southampton","male"
"431","3rd",0,"Andersson, Miss Sigrid Elizabeth",11.0000,"Southampton","female"
"432","3rd",0,"Andersson, Master Sigvard Harald Elias", 4.0000,"Southampton","male"
"433","3rd",0,"Andreasson, Mr Paul Edvin",20.0000,"Southampton","male"
"434","3rd",0,"Angheloff, Mr Minko",26.0000,"Southampton","male"
"435","3rd",0,"Arnold, Mr Josef",25.0000,"Southampton","male"
"436","3rd",0,"Arnold, Mrs Josef (Josephine Frank)",18.0000,"Southampton","female"
"437","3rd",0,"Aronsson, Mr Ernst Axel Algot",24.0000,"Southampton","male"
"438","3rd",0,"Asim, Mr Adola",35.0000,"Southampton","male"
"439","3rd",0,"Asplund, Mr Carl Oscar Vilhelm Gustafsson",40.0000,"Southampton","male"
"440","3rd",1,"Asplund, Mrs Carl Oscar (Selma Augusta Johansson)",38.0000,"Southampton","female"
"441","3rd",0,"Asplund, Master Carl Edgar", 5.0000,"Southampton","male"
"442","3rd",0,"Asplund, Master Clarence Gustaf Hugo", 9.0000,"Southampton","male"
"443","3rd",1,"Aspland, Master Edvin Rojj Felix", 3.0000,"Southampton","male"
"444","3rd",0,"Asplund, Master Filip Oscar",13.0000,"Southampton","male"
"445","3rd",1,"Asplund, Mr John Charles",23.0000,"Southampton","male"
"446","3rd",1,"Asplund, Miss Lillian Gertrud", 5.0000,"Southampton","female"
"447","3rd",1,"Assaf, Mrs Mariana",45.0000,"Cherbourg","female"
"448","3rd",0,"Assam, Mr Ali",23.0000,"Southampton","male"
"449","3rd",0,"Attalah, Miss Malaka",17.0000,"Cherbourg","female"
"450","3rd",0,"Attala (Kalil), Mr Solomon",27.0000,"Cherbourg","male"
"451","3rd",0,"Augustsson, Mr Albert",23.0000,"Southampton","male"
"452","3rd",0,"Baccos, Mr Rafoul",20.0000,"Cherbourg","male"
"453","3rd",0,"Backstrom, Mr Karl Alfred",32.0000,"Southampton","male"
"454","3rd",1,"Backstrom, Mrs Karl Alfred (Maria Mathilda Gustafsson)",33.0000,"Southampton","female"
"455","3rd",1,"Baclini, Miss Eugenie", 3.0000,"Cherbourg","female"
"456","3rd",1,"Badman, Miss Emily Louisa",18.0000,"Southampton","female"
"457","3rd",0,"Badt, Mr Mohamed",40.0000,"Cherbourg","male"
"458","3rd",0,"Balkic, Mr Cerin",26.0000,"Southampton","male"
"459","3rd",1,"Banoura, Miss Ayout",15.0000,"Cherbourg","female"
"460","3rd",0,"Barbara, Mrs Catherine",45.0000,"Cherbourg","female"
"461","3rd",0,"Barbara, Miss Saude",18.0000,"Cherbourg","female"
"462","3rd",0,"Barry, Miss Julia",27.0000,"Queenstown","female"
"463","3rd",0,"Barton Mr David",22.0000,"Southampton","male"
"464","3rd",0,"Beavan, Mr William Thomas",19.0000,"Southampton","male"
"465","3rd",0,"Bengtsson, Mr John Viktor",26.0000,"Southampton","male"
"466","3rd",0,"Berglund. Mr Karl Ivar Sven",22.0000,"Southampton","male"
"467","3rd",0,"Betros, Mr Tannous",20.0000,"Cherbourg","male"
"468","3rd",1,"Bing, Mr Lee",32.0000,"Southampton","male"
"469","3rd",0,"Birkeland, Mr Hans",21.0000,"Southampton","male"
"470","3rd",0,"Bjorklund, Ernst Herbert",18.0000,"Southampton","male"
"471","3rd",0,"Bostandyeff, Mr Guentcho",26.0000,"Southampton","male"
"472","3rd",0,"Boulos, Master Akar", 6.0000,"Cherbourg","male"
"473","3rd",0,"Boulos, Mr Hanna",NA,"Cherbourg","male"
"474","3rd",0,"Boulos, Mrs Joseph (Sultana)",NA,"Cherbourg","female"
"475","3rd",0,"Boulos, Miss Laura", 9.0000,"Cherbourg","female"
"476","3rd",0,"Bourke, Mr John",40.0000,"Queenstown","male"
"477","3rd",0,"Bourke, Mrs John (Catherine)",32.0000,"Queenstown","female"
"478","3rd",0,"Bourke, Miss Mary",NA,"Queenstown","female"
"479","3rd",0,"Bowen, Mr David",26.0000,"Southampton","male"
"480","3rd",1,"Bradley, Miss Bridget Delia",18.0000,"Queenstown","female"
"481","3rd",0,"Braf, Miss Elin Ester Maria",20.0000,"Southampton","female"
"482","3rd",0,"Braund, Mr Lewis Richard",29.0000,"Southampton","male"
"483","3rd",0,"Braund, Mr Owen Harris",22.0000,"Southampton","male"
"484","3rd",0,"Brobek, Mr Karl Rudolf",22.0000,"Southampton","male"
"485","3rd",0,"Brocklebank, Mr William Alfred",35.0000,"Southampton","male"
"486","3rd",1,"Buckley, Mr Daniel",21.0000,"Queenstown","male"
"487","3rd",0,"Buckley, Miss Katherine",20.0000,"Queenstown","female"
"488","3rd",0,"Burke, Mr Jeremiah",19.0000,"Queenstown","male"
"489","3rd",0,"Burns, Miss Mary Delia",18.0000,"Queenstown","female"
"490","3rd",0,"Cacic, Mr Grego",18.0000,"Southampton","male"
"491","3rd",0,"Cacic, Mr Luka",38.0000,"Southampton","male"
"492","3rd",0,"Cacic, Mr Manda",NA,"Southampton","male"
"493","3rd",0,"Cacic, Mr Maria",30.0000,"Southampton","male"
"494","3rd",0,"Calic, Mr Peter",17.0000,"Southampton","male"
"495","3rd",0,"Canavan, Miss Mary",21.0000,"Queenstown","female"
"496","3rd",0,"Canavan, Mr Patrick",21.0000,"Queenstown","male"
"497","3rd",0,"Cann, Mr Ernest",21.0000,"Southampton","male"
"498","3rd",0,"Carlsson, Mr Carl Robert",24.0000,"Southampton","male"
"499","3rd",0,"Carlsson, Mr Frans Olof",33.0000,"Southampton","male"
"500","3rd",0,"Carlsson, Mr Julius",33.0000,"Southampton","male"
"501","3rd",0,"Carlsson, Mr August Sigfrid",28.0000,"Southampton","male"
"502","3rd",1,"Carr, Miss Helen",16.0000,"Queenstown","female"
"503","3rd",0,"Carr, Miss Jeannie",37.0000,"Queenstown","female"
"504","3rd",0,"Carver, Mr Alfred John",28.0000,"Southampton","male"
"505","3rd",1,"Cassem, Mr Nassef Belmenly",NA,"Cherbourg","male"
"506","3rd",0,"Celotti, Mr Francesco",24.0000,"Southampton","male"
"507","3rd",0,"Chartens, Mr David",21.0000,"Southampton","male"
"508","3rd",0,"Chebab, Mr Emir Farres",NA,"Cherbourg","male"
"509","3rd",0,"Chip, Mr Chang",32.0000,"Southampton","male"
"510","3rd",0,"Christmann, Mr Emil",29.0000,"Southampton","male"
"511","3rd",0,"Chronopoulos, Mr Apostolos",26.0000,"Cherbourg","male"
"512","3rd",0,"Chronopoulos, Mr Demetrios",18.0000,"Cherbourg","male"
"513","3rd",0,"Coelho, Mr Domingos Fernandes",20.0000,"Southampton","male"
"514","3rd",1,"Cohen, Mr Gurshon (Gus)",19.0000,"Southampton","male"
"515","3rd",0,"Colbert, Mr Patrick",24.0000,"Queenstown","male"
"516","3rd",0,"Coleff, Mr Fotio",24.0000,"Southampton","male"
"517","3rd",0,"Coleff, Mr Peyo",36.0000,"Southampton","male"
"518","3rd",0,"Conlin, Mr Thomas Henry",31.0000,"Queenstown","male"
"519","3rd",0,"Connaghton, Mr Michael",31.0000,"Queenstown","male"
"520","3rd",0,"Connolly, Miss Kate",30.0000,"Queenstown","female"
"521","3rd",1,"Connolly, Miss Kate",22.0000,"Queenstown","female"
"522","3rd",0,"Connors, Mr Patrick",NA,"Queenstown","male"
"523","3rd",0,"Cook, Mr Jacob",43.0000,"Southampton","male"
"524","3rd",0,"Cor, Mr Bartol",35.0000,"Southampton","male"
"525","3rd",0,"Cor, Mr Ivan",27.0000,"Southampton","male"
"526","3rd",0,"Cor, Mr Ludovik",19.0000,"Southampton","male"
"527","3rd",0,"Corn, Mr Harry",30.0000,"Southampton","male"
"528","3rd",1,"Coutts, Mrs William (Minnie)",36.0000,"Southampton","female"
"529","3rd",1,"Coutts, Master Neville", 3.0000,"Southampton","male"
"530","3rd",1,"Coutts, Master William Leslie", 9.0000,"Southampton","male"
"531","3rd",0,"Coxon, Mr Daniel",59.0000,"Southampton","male"
"531","3rd",0,"Crease, Mr Ernest James",19.0000,"Southampton","male"
"533","3rd",0,"Cribb, Mr John Hatfield",44.0000,"Southampton","male"
"534","3rd",1,"Cribb, Miss Laura Alice",17.0000,"Southampton","female"
"535","3rd",1,"Dahl, Mr Charles Edward",45.0000,"Southampton","male"
"536","3rd",0,"Dahlberg, Miss Gerda Ulrika",22.0000,"Southampton","female"
"537","3rd",0,"Dakic, Mr Branko",19.0000,"Southampton","male"
"538","3rd",1,"Daly, Mr Eugene",29.0000,"Queenstown","male"
"539","3rd",1,"Daly, Miss Marcella",30.0000,"Queenstown","female"
"540","3rd",0,"Danbom, Mr Ernst Gilbert",34.0000,"Southampton","male"
"541","3rd",0,"Danbom, Mrs Ernst Gilbert (Anna Sigrid Maria Brogren)",28.0000,"Southampton","female"
"542","3rd",0,"Danbom, Master Gilbert Sigvard Emanuel", 0.3333,"Southampton","male"
"543","3rd",0,"Danoff, Mr Yoto",27.0000,"Southampton","male"
"544","3rd",0,"Dantchoff, Mr Khristo",25.0000,"Southampton","male"
"545","3rd",0,"Davies, Mr Alfred",24.0000,"Southampton","male"
"546","3rd",0,"Davies, Mr Evan",22.0000,"Southampton","male"
"547","3rd",0,"Davies, Mr John",21.0000,"Southampton","male"
"548","3rd",0,"Davies, Mr Joseph",17.0000,"Southampton","male"
"549","3rd",0,"Dean, Mr Bertram",26.0000,"Southampton","male"
"550","3rd",1,"Dean, Mrs Bertram (Eva)",33.0000,"Southampton","female"
